##### Model Configuration #####
objective: binary:logistic
base_score: None
booster: None
callbacks: None
colsample_bylevel: None
colsample_bynode: None
colsample_bytree: None
device: cuda
early_stopping_rounds: None
enable_categorical: False
eval_metric: logloss
feature_types: None
gamma: None
grow_policy: None
importance_type: None
interaction_constraints: None
learning_rate: None
max_bin: None
max_cat_threshold: None
max_cat_to_onehot: None
max_delta_step: None
max_depth: 5
max_leaves: None
min_child_weight: None
missing: nan
monotone_constraints: None
multi_strategy: None
n_estimators: 100
n_jobs: -1
num_parallel_tree: None
random_state: None
reg_alpha: None
reg_lambda: None
sampling_method: None
scale_pos_weight: None
subsample: None
tree_method: hist
validate_parameters: None
verbosity: 0
seed: 0

##### logloss #####
Epoch 1: 0.4370620788841791
Epoch 2: 0.4084188591044935
Epoch 3: 0.3910338804173485
Epoch 4: 0.37876163081727476
Epoch 5: 0.3694037832729948
Epoch 6: 0.36281519270479373
Epoch 7: 0.35805564722649647
Epoch 8: 0.3531021089499361
Epoch 9: 0.34906700744237584
Epoch 10: 0.346402326481424
Epoch 11: 0.34439764158304176
Epoch 12: 0.34238626173066594
Epoch 13: 0.34094531173041515
Epoch 14: 0.3397110696992313
Epoch 15: 0.3380699041468853
Epoch 16: 0.33677726939491087
Epoch 17: 0.33578848757503243
Epoch 18: 0.33515176371580035
Epoch 19: 0.33441579940471866
Epoch 20: 0.33343212262538907
Epoch 21: 0.3320558119407544
Epoch 22: 0.33142116750553535
Epoch 23: 0.33082463467880013
Epoch 24: 0.3303447226982113
Epoch 25: 0.3293928334211618
Epoch 26: 0.3287504032930203
Epoch 27: 0.32833290180774516
Epoch 28: 0.32765904941747237
Epoch 29: 0.32724651815737904
Epoch 30: 0.3266368954168545
Epoch 31: 0.3262509510847403
Epoch 32: 0.32558955804579154
Epoch 33: 0.32500342100748536
Epoch 34: 0.3238280875970092
Epoch 35: 0.32244801694022257
Epoch 36: 0.32199264343497946
Epoch 37: 0.3219385053328967
Epoch 38: 0.32157519383505184
Epoch 39: 0.3211189031579488
Epoch 40: 0.32031964172061206
Epoch 41: 0.3199027782814479
Epoch 42: 0.3197857245713295
Epoch 43: 0.31939087778176467
Epoch 44: 0.31925740663639524
Epoch 45: 0.3190977523534287
Epoch 46: 0.31876344629478054
Epoch 47: 0.31825919967758776
Epoch 48: 0.3177577533001173
Epoch 49: 0.31803258783293553
Epoch 50: 0.31729589186623475
Epoch 51: 0.31697118499090227
Epoch 52: 0.3165323042773007
Epoch 53: 0.3165515373707101
Epoch 54: 0.3164533370709814
Epoch 55: 0.3165710188611593
Epoch 56: 0.31616459378291856
Epoch 57: 0.3157603470377233
Epoch 58: 0.3156869281930859
Epoch 59: 0.3154626090926166
Epoch 60: 0.3151233198928197
Epoch 61: 0.31504835930911107
Epoch 62: 0.31491339654696765
Epoch 63: 0.3148619627442083
Epoch 64: 0.31472552850106106
Epoch 65: 0.31460197465332357
Epoch 66: 0.31444933215271176
Epoch 67: 0.3145528699604435
Epoch 68: 0.3142385126331665
Epoch 69: 0.3143457916706175
Epoch 70: 0.3141893634867008
Epoch 71: 0.31399684644094006
Epoch 72: 0.31374338278261577
Epoch 73: 0.31348570873326514
Epoch 74: 0.3139959713817945
Epoch 75: 0.31383930442173896
Epoch 76: 0.31372429239797295
Epoch 77: 0.31356481851799495
Epoch 78: 0.31339613901562635
Epoch 79: 0.3135277691933679
Epoch 80: 0.31336536401877346
Epoch 81: 0.3128603336279493
Epoch 82: 0.3127813083888203
Epoch 83: 0.312819131146171
Epoch 84: 0.31320481393025573
Epoch 85: 0.31321082757199276
Epoch 86: 0.31334274563515496
Epoch 87: 0.3133236898892875
Epoch 88: 0.31359342820273217
Epoch 89: 0.3134205434559975
Epoch 90: 0.3133842230980695
Epoch 91: 0.31298642905308816
Epoch 92: 0.3125403884559663
Epoch 93: 0.31248117871338565
Epoch 94: 0.3122430176261055
Epoch 95: 0.3124587676986154
Epoch 96: 0.31235891040631825
Epoch 97: 0.3126964302216887
Epoch 98: 0.3126428696689037
Epoch 99: 0.31255406933659186
Epoch 100: 0.3125774685522093
