##### Model Configuration #####
objective: binary:logistic
base_score: None
booster: None
callbacks: None
colsample_bylevel: None
colsample_bynode: None
colsample_bytree: None
device: cuda
early_stopping_rounds: None
enable_categorical: False
eval_metric: logloss
feature_types: None
gamma: None
grow_policy: None
importance_type: None
interaction_constraints: None
learning_rate: None
max_bin: None
max_cat_threshold: None
max_cat_to_onehot: None
max_delta_step: None
max_depth: 5
max_leaves: None
min_child_weight: None
missing: nan
monotone_constraints: None
multi_strategy: None
n_estimators: 100
n_jobs: -1
num_parallel_tree: None
random_state: None
reg_alpha: None
reg_lambda: None
sampling_method: None
scale_pos_weight: None
subsample: None
tree_method: hist
validate_parameters: None
verbosity: 0
seed: 0

##### logloss #####
Epoch 1: 0.6032430189252663
Epoch 2: 0.592428243339596
Epoch 3: 0.5863056709935052
Epoch 4: 0.5815353925207513
Epoch 5: 0.5792402848982933
Epoch 6: 0.577261368922708
Epoch 7: 0.5748965289238626
Epoch 8: 0.5737787952377114
Epoch 9: 0.5734031442662513
Epoch 10: 0.5719251593644045
Epoch 11: 0.5717712255893573
Epoch 12: 0.5713981574976033
Epoch 13: 0.5709918581886592
Epoch 14: 0.5704326087353744
Epoch 15: 0.5700972492714793
Epoch 16: 0.5699877441694982
Epoch 17: 0.5693759060632938
Epoch 18: 0.5698054470124245
Epoch 19: 0.5698023553842275
Epoch 20: 0.5703247509853826
Epoch 21: 0.5707141848736551
Epoch 22: 0.5703123645074714
Epoch 23: 0.570275199108026
Epoch 24: 0.5699710807058288
Epoch 25: 0.569790367860223
Epoch 26: 0.5697200885960754
Epoch 27: 0.5702762090976656
Epoch 28: 0.5702245283293539
Epoch 29: 0.5710397917790417
Epoch 30: 0.5705162663193999
Epoch 31: 0.5709815892226345
Epoch 32: 0.5704285214575802
Epoch 33: 0.5706842921016602
Epoch 34: 0.5707197077661781
Epoch 35: 0.5707691610391906
Epoch 36: 0.5709766435449425
Epoch 37: 0.5703572937640959
Epoch 38: 0.5705422183578636
Epoch 39: 0.5708720101620144
Epoch 40: 0.5713612835489097
Epoch 41: 0.5717387803463818
Epoch 42: 0.5720595440345252
Epoch 43: 0.5722458254072514
Epoch 44: 0.572527450637948
Epoch 45: 0.5724216102741101
Epoch 46: 0.57264459001183
Epoch 47: 0.5727526825509558
Epoch 48: 0.5726417087970681
Epoch 49: 0.5723730452496454
Epoch 50: 0.5725779163382564
Epoch 51: 0.5727615426681761
Epoch 52: 0.5727272834683674
Epoch 53: 0.5728616169214704
Epoch 54: 0.572443605151663
Epoch 55: 0.5726093446696058
Epoch 56: 0.572491899399187
Epoch 57: 0.5730657296760542
Epoch 58: 0.5733342605912771
Epoch 59: 0.5732486959543525
Epoch 60: 0.5741931720789124
Epoch 61: 0.5744005178769445
Epoch 62: 0.5740082917270214
Epoch 63: 0.5742124931873377
Epoch 64: 0.5739808055377242
Epoch 65: 0.5742050746242932
Epoch 66: 0.5741733841320187
Epoch 67: 0.5744567117208697
Epoch 68: 0.5741268182896309
Epoch 69: 0.5744535504921999
Epoch 70: 0.574855316350822
Epoch 71: 0.5749116062137319
Epoch 72: 0.5751102468134208
Epoch 73: 0.5754128630410029
Epoch 74: 0.5756421020147021
Epoch 75: 0.5761009341003266
Epoch 76: 0.5764350997775354
Epoch 77: 0.5768409700747478
Epoch 78: 0.5771545270433865
Epoch 79: 0.577241771219229
Epoch 80: 0.5768316481712158
Epoch 81: 0.5762252873571312
Epoch 82: 0.5762225250200167
Epoch 83: 0.5764030888169096
Epoch 84: 0.5765138005981342
Epoch 85: 0.5770482437365251
Epoch 86: 0.5776506876706374
Epoch 87: 0.5778174310918449
Epoch 88: 0.5780638974303798
Epoch 89: 0.5786705455964278
Epoch 90: 0.5791585336101543
Epoch 91: 0.5791702913934252
Epoch 92: 0.579086466065467
Epoch 93: 0.5793808425993243
Epoch 94: 0.5792794188693083
Epoch 95: 0.5797021940844813
Epoch 96: 0.5798117355306105
Epoch 97: 0.5800201316426788
Epoch 98: 0.5799909043615245
Epoch 99: 0.5801408836279031
Epoch 100: 0.580373076972289
