##### Model Configuration #####
objective: binary:logistic
base_score: None
booster: None
callbacks: None
colsample_bylevel: None
colsample_bynode: None
colsample_bytree: None
device: cuda
early_stopping_rounds: None
enable_categorical: False
eval_metric: logloss
feature_types: None
gamma: None
grow_policy: None
importance_type: None
interaction_constraints: None
learning_rate: None
max_bin: None
max_cat_threshold: None
max_cat_to_onehot: None
max_delta_step: None
max_depth: 5
max_leaves: None
min_child_weight: None
missing: nan
monotone_constraints: None
multi_strategy: None
n_estimators: 100
n_jobs: -1
num_parallel_tree: None
random_state: None
reg_alpha: None
reg_lambda: None
sampling_method: None
scale_pos_weight: None
subsample: None
tree_method: hist
validate_parameters: None
verbosity: 0
seed: 0

##### logloss #####
Epoch 1: 0.4498472356861135
Epoch 2: 0.4271731689496016
Epoch 3: 0.4122984492939047
Epoch 4: 0.4032675969844896
Epoch 5: 0.39628118115135025
Epoch 6: 0.39135295947090687
Epoch 7: 0.3880128535328769
Epoch 8: 0.38505560947026435
Epoch 9: 0.382366236946313
Epoch 10: 0.38082356219717733
Epoch 11: 0.37943850665957823
Epoch 12: 0.37841501550310114
Epoch 13: 0.37690693471668985
Epoch 14: 0.3761202847077088
Epoch 15: 0.37506257150806344
Epoch 16: 0.3744560159710039
Epoch 17: 0.37257957169410466
Epoch 18: 0.3712977016846102
Epoch 19: 0.370751622652697
Epoch 20: 0.3697562034814243
Epoch 21: 0.3688836233181791
Epoch 22: 0.36795695156429
Epoch 23: 0.36729433794369354
Epoch 24: 0.3668522085220268
Epoch 25: 0.3662373265016898
Epoch 26: 0.36532321343864416
Epoch 27: 0.36497679604557265
Epoch 28: 0.3641133773524586
Epoch 29: 0.36353263779398454
Epoch 30: 0.3629856792372793
Epoch 31: 0.36228168285642626
Epoch 32: 0.3618211244598744
Epoch 33: 0.3614764028503536
Epoch 34: 0.36141960613318347
Epoch 35: 0.36098709876941837
Epoch 36: 0.36096110852993013
Epoch 37: 0.3605443275459087
Epoch 38: 0.3592534995657808
Epoch 39: 0.3594869148929421
Epoch 40: 0.3591725416469272
Epoch 41: 0.3581206929183532
Epoch 42: 0.35771139378487415
Epoch 43: 0.3573517265666405
Epoch 44: 0.35697283340948477
Epoch 45: 0.35669063809241325
Epoch 46: 0.3563479891133858
Epoch 47: 0.3560071100581842
Epoch 48: 0.35539654501575635
Epoch 49: 0.3553751823090484
Epoch 50: 0.35500069084813446
Epoch 51: 0.3549962237147397
Epoch 52: 0.3546431261511162
Epoch 53: 0.35429070570399057
Epoch 54: 0.35439031098369095
Epoch 55: 0.3543960534238247
Epoch 56: 0.3540331489256535
Epoch 57: 0.3541138100902214
Epoch 58: 0.35391386060357044
Epoch 59: 0.3539349210506212
Epoch 60: 0.3537434060742046
Epoch 61: 0.35343879012804014
Epoch 62: 0.3531702044512473
Epoch 63: 0.35339316062400195
Epoch 64: 0.3530631500137677
Epoch 65: 0.3529771985139773
Epoch 66: 0.3529782070073949
Epoch 67: 0.3525101684759473
Epoch 68: 0.35150307408146547
Epoch 69: 0.35125619730683977
Epoch 70: 0.3511752391576616
Epoch 71: 0.3512714251217408
Epoch 72: 0.35122489321511424
Epoch 73: 0.3512421277230045
Epoch 74: 0.3512585136215181
Epoch 75: 0.35106311932879214
Epoch 76: 0.3512117102538785
Epoch 77: 0.3511487069781258
Epoch 78: 0.3512978643655659
Epoch 79: 0.3511072236493091
Epoch 80: 0.351155259287139
Epoch 81: 0.35134558632938684
Epoch 82: 0.35113251826286324
Epoch 83: 0.3513737467049413
Epoch 84: 0.351130252819992
Epoch 85: 0.3512480392915316
Epoch 86: 0.3512561112637215
Epoch 87: 0.35150055474921355
Epoch 88: 0.3517391908694538
Epoch 89: 0.3517412094041628
Epoch 90: 0.351833449036228
Epoch 91: 0.3518167011843704
Epoch 92: 0.35189405313738764
Epoch 93: 0.3518805290538064
Epoch 94: 0.3522935086141988
Epoch 95: 0.35231628324523073
Epoch 96: 0.3523028556374796
Epoch 97: 0.3524564629358096
Epoch 98: 0.3522907669387462
Epoch 99: 0.3525972901998957
Epoch 100: 0.3524787171572294
