##### Model Configuration #####
objective: binary:logistic
base_score: None
booster: None
callbacks: None
colsample_bylevel: None
colsample_bynode: None
colsample_bytree: None
device: cuda
early_stopping_rounds: None
enable_categorical: False
eval_metric: logloss
feature_types: None
gamma: None
grow_policy: None
importance_type: None
interaction_constraints: None
learning_rate: None
max_bin: None
max_cat_threshold: None
max_cat_to_onehot: None
max_delta_step: None
max_depth: 5
max_leaves: None
min_child_weight: None
missing: nan
monotone_constraints: None
multi_strategy: None
n_estimators: 100
n_jobs: -1
num_parallel_tree: None
random_state: None
reg_alpha: None
reg_lambda: None
sampling_method: None
scale_pos_weight: None
subsample: None
tree_method: hist
validate_parameters: None
verbosity: 0
seed: 0

##### logloss #####
Epoch 1: 0.26867979173471007
Epoch 2: 0.247576074932777
Epoch 3: 0.23473347325388355
Epoch 4: 0.226223303299879
Epoch 5: 0.22099943891902205
Epoch 6: 0.21779413728828084
Epoch 7: 0.21539496455494214
Epoch 8: 0.21395755943588235
Epoch 9: 0.21398985915568094
Epoch 10: 0.21370990380022326
Epoch 11: 0.21355304745396791
Epoch 12: 0.21380412889592035
Epoch 13: 0.21399896352232295
Epoch 14: 0.21391652812740067
Epoch 15: 0.2141587617894737
Epoch 16: 0.21443625277930228
Epoch 17: 0.21430544578130434
Epoch 18: 0.214637392440366
Epoch 19: 0.21443071903558936
Epoch 20: 0.21457979158348095
Epoch 21: 0.21470047797266603
Epoch 22: 0.21478785910433762
Epoch 23: 0.21475021143288264
Epoch 24: 0.21486978111609759
Epoch 25: 0.21532702802480097
Epoch 26: 0.21501686145812654
Epoch 27: 0.2152742855712621
Epoch 28: 0.21518761964831454
Epoch 29: 0.21521952102983624
Epoch 30: 0.21552918334254548
Epoch 31: 0.21588042857959835
Epoch 32: 0.2162579123897042
Epoch 33: 0.2172997125427873
Epoch 34: 0.2171672101046639
Epoch 35: 0.21717295668082087
Epoch 36: 0.21774231024278315
Epoch 37: 0.21817586176835535
Epoch 38: 0.21811340149003408
Epoch 39: 0.21832391809788085
Epoch 40: 0.21838424614672078
Epoch 41: 0.21827408761654626
Epoch 42: 0.21817528121537086
Epoch 43: 0.21859771872503342
Epoch 44: 0.21918959297843024
Epoch 45: 0.21901518109884463
Epoch 46: 0.21913025048670207
Epoch 47: 0.21911085845516348
Epoch 48: 0.219404542786342
Epoch 49: 0.21934525579271186
Epoch 50: 0.2196436234041673
Epoch 51: 0.21985562003655723
Epoch 52: 0.2200646620269575
Epoch 53: 0.2199769605270503
Epoch 54: 0.21993534791716476
Epoch 55: 0.21993950432259693
Epoch 56: 0.22037383456332563
Epoch 57: 0.2204914087153436
Epoch 58: 0.2205752982653346
Epoch 59: 0.220994144004133
Epoch 60: 0.2210303390653103
Epoch 61: 0.22085334097765472
Epoch 62: 0.22143215820271622
Epoch 63: 0.22144398295230242
Epoch 64: 0.2216867339421875
Epoch 65: 0.22194343930070537
Epoch 66: 0.22255914626306858
Epoch 67: 0.2227999739468583
Epoch 68: 0.22273338965163983
Epoch 69: 0.22317547601070145
Epoch 70: 0.22361526153944422
Epoch 71: 0.22356240692140478
Epoch 72: 0.22374551294178976
Epoch 73: 0.22386802906585543
Epoch 74: 0.22424395408264627
Epoch 75: 0.22408760752397436
Epoch 76: 0.22405813771566313
Epoch 77: 0.22422797207747186
Epoch 78: 0.22425453088541944
Epoch 79: 0.22447606933056818
Epoch 80: 0.22475588389679382
Epoch 81: 0.22472021806811374
Epoch 82: 0.22473949049481526
Epoch 83: 0.22544376514220968
Epoch 84: 0.22535857415056226
Epoch 85: 0.22522272687071568
Epoch 86: 0.2254246024952591
Epoch 87: 0.22545374627772521
Epoch 88: 0.22558455495212615
Epoch 89: 0.22569911472970994
Epoch 90: 0.2261188346861945
Epoch 91: 0.2262673316298111
Epoch 92: 0.22642572776263867
Epoch 93: 0.22639839931932973
Epoch 94: 0.22700144339790299
Epoch 95: 0.22690598032717385
Epoch 96: 0.2267950785800252
Epoch 97: 0.22712928595078344
Epoch 98: 0.22735263711314913
Epoch 99: 0.22772761588108953
Epoch 100: 0.2282081992642782
